City,Type,Area,Price,Purpose,Location,Built in year,Bedrooms,Bathrooms,price,Area_sqft,price_category,property_age_group,price_per_sqft,region
peshawar,house,5 Marla,"PKR
2.3 Crore",For Sale,"Nasir Bagh Road, Peshawar, Khyber Pakhtunkhwa",,8.0,,23000000.0,1361.25,Mid,,16896.23507805326,Khyber Pakhtunkhwa
peshawar,house,12 Marla,"PKR
5.7 Crore",For Sale,"Askari 6, Peshawar, Khyber Pakhtunkhwa",,5.0,6.0,57000000.0,3267.0,High,,17447.199265381085,Khyber Pakhtunkhwa
peshawar,flat,6.8 Marla,"PKR
1.9 Crore",For Sale,"University Town, Peshawar, Khyber Pakhtunkhwa",2025.0,3.0,3.0,19000000.0,18513.0,Mid,New,1026.3058391400637,Khyber Pakhtunkhwa
peshawar,house,7 Marla,"PKR
3.4 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",,7.0,,34000000.0,1905.75,Mid,,17840.745113472385,Khyber Pakhtunkhwa
peshawar,house,10 Marla,"PKR
1.1 Crore",For Sale,"Taru Jabba, Peshawar, Khyber Pakhtunkhwa",,6.0,4.0,11000000.0,2722.5,Mid,,4040.40404040404,Khyber Pakhtunkhwa
peshawar,house,10 Marla,"PKR
4.2 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",,6.0,6.0,42000000.0,2722.5,Mid,,15426.997245179064,Khyber Pakhtunkhwa
peshawar,house,5 Marla,"PKR
2.4 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",,5.0,5.0,24000000.0,1361.25,Mid,,17630.853994490357,Khyber Pakhtunkhwa
peshawar,flat,2.9 Marla,"PKR
73 Lakh",For Sale,"University Road, Peshawar, Khyber Pakhtunkhwa",2020.0,1.0,1.0,7300000.0,7895.25,Low,New,924.606567239796,Khyber Pakhtunkhwa
peshawar,flat,2.8 Marla,"PKR
75 Lakh",For Sale,"University Road, Peshawar, Khyber Pakhtunkhwa",,1.0,1.0,7500000.0,7623.0,Low,,983.8646202282566,Khyber Pakhtunkhwa
peshawar,house,3 Marla,"PKR
1.3 Crore",For Sale,"Warsak Michini Road, Peshawar, Khyber Pakhtunkhwa",2024.0,4.0,4.0,13000000.0,816.75,Mid,New,15916.743189470462,Khyber Pakhtunkhwa
peshawar,house,8 Marla,"PKR
3.4 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",2025.0,7.0,7.0,34000000.0,2178.0,Mid,New,15610.651974288337,Khyber Pakhtunkhwa
peshawar,house,5 Marla,"PKR
2.2 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",2025.0,6.0,6.0,22000000.0,1361.25,Mid,New,16161.61616161616,Khyber Pakhtunkhwa
peshawar,house,5 Marla,"PKR
2.3 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",2025.0,6.0,6.0,23000000.0,1361.25,Mid,New,16896.23507805326,Khyber Pakhtunkhwa
peshawar,house,5 Marla,"PKR
2.3 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",2025.0,5.0,5.0,23000000.0,1361.25,Mid,New,16896.23507805326,Khyber Pakhtunkhwa
peshawar,house,6 Marla,"PKR
2.5 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",,7.0,,25000000.0,1633.5,Mid,,15304.560759106214,Khyber Pakhtunkhwa
peshawar,house,7 Marla,"PKR
3.1 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",2022.0,6.0,6.0,31000000.0,1905.75,Mid,New,16266.561721107175,Khyber Pakhtunkhwa
peshawar,house,7 Marla,"PKR
2.9 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",2023.0,6.0,6.0,29000000.0,1905.75,Mid,New,15217.106126197035,Khyber Pakhtunkhwa
peshawar,house,5 Marla,"PKR
1.85 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",2024.0,6.0,6.0,18500000.0,1361.25,Mid,New,13590.449954086318,Khyber Pakhtunkhwa
peshawar,house,5 Marla,"PKR
2.1 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",,6.0,6.0,21000000.0,1361.25,Mid,,15426.997245179064,Khyber Pakhtunkhwa
peshawar,house,5 Marla,"PKR
1.7 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",,6.0,6.0,17000000.0,1361.25,Mid,,12488.52157943067,Khyber Pakhtunkhwa
peshawar,house,3 Marla,"PKR
1.2 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",2024.0,5.0,5.0,12000000.0,816.75,Mid,New,14692.378328741965,Khyber Pakhtunkhwa
peshawar,house,12 Marla,"PKR
4 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",,6.0,6.0,40000000.0,3267.0,Mid,,12243.648607284971,Khyber Pakhtunkhwa
peshawar,house,1 Kanal,"PKR
7 Crore",For Sale,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",,5.0,5.0,70000000.0,5445.0,High,,12855.831037649219,Khyber Pakhtunkhwa
peshawar,house,10 Marla,"PKR
4.2 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",2025.0,6.0,6.0,42000000.0,2722.5,Mid,New,15426.997245179064,Khyber Pakhtunkhwa
peshawar,house,5 Marla,"PKR
2.4 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",,5.0,5.0,24000000.0,1361.25,Mid,,17630.853994490357,Khyber Pakhtunkhwa
peshawar,house,7 Marla,"PKR
2.95 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",,6.0,6.0,29500000.0,1905.75,Mid,,15479.47002492457,Khyber Pakhtunkhwa
peshawar,house,5 Marla,"PKR
2 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",,5.0,5.0,20000000.0,1361.25,Mid,,14692.378328741965,Khyber Pakhtunkhwa
peshawar,house,10 Marla,"PKR
5 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",,6.0,6.0,50000000.0,2722.5,Mid,,18365.472910927456,Khyber Pakhtunkhwa
peshawar,house,5 Marla,"PKR
3.7 Crore",For Sale,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",2025.0,8.0,6.0,37000000.0,1361.25,Mid,New,27180.899908172636,Khyber Pakhtunkhwa
peshawar,house,10 Marla,"PKR
4.2 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",,6.0,6.0,42000000.0,2722.5,Mid,,15426.997245179064,Khyber Pakhtunkhwa
peshawar,flat,4.9 Marla,"PKR
66 Lakh",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",2025.0,2.0,2.0,6600000.0,13340.25,Low,New,494.74335188620904,Khyber Pakhtunkhwa
peshawar,house,10 Marla,"PKR
4.2 Crore",For Sale,"Regi Model Town, Peshawar, Khyber Pakhtunkhwa",2025.0,11.0,7.0,42000000.0,2722.5,Mid,New,15426.997245179064,Khyber Pakhtunkhwa
peshawar,flat,2.2 Marla,"PKR
75 Lakh",For Sale,"University Road, Peshawar, Khyber Pakhtunkhwa",2020.0,1.0,1.0,7500000.0,5989.5,Low,New,1252.1913348359628,Khyber Pakhtunkhwa
peshawar,house,5 Marla,"PKR
2.58 Crore",For Sale,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",2020.0,6.0,7.0,25800000.0,1361.25,Mid,New,18953.168044077134,Khyber Pakhtunkhwa
peshawar,house,5 Marla,"PKR
1.95 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",2025.0,6.0,7.0,19500000.0,1361.25,Mid,New,14325.068870523415,Khyber Pakhtunkhwa
peshawar,house,4 Marla,"PKR
2.2 Crore",For Sale,"Swati Gate, Peshawar, Khyber Pakhtunkhwa",2023.0,6.0,6.0,22000000.0,1089.0,Mid,New,20202.0202020202,Khyber Pakhtunkhwa
peshawar,house,1 Kanal,"PKR
8.5 Crore",For Sale,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",,8.0,7.0,85000000.0,5445.0,High,,15610.651974288337,Khyber Pakhtunkhwa
peshawar,house,1 Kanal,"PKR
7 Crore",For Sale,"DHA Defence, Peshawar, Khyber Pakhtunkhwa",2025.0,7.0,6.0,70000000.0,5445.0,High,New,12855.831037649219,Khyber Pakhtunkhwa
peshawar,house,7 Marla,"PKR
3.5 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",2024.0,6.0,6.0,35000000.0,1905.75,Mid,New,18365.472910927456,Khyber Pakhtunkhwa
peshawar,house,7 Marla,"PKR
2.6 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",,6.0,6.0,26000000.0,1905.75,Mid,,13642.922733831825,Khyber Pakhtunkhwa
peshawar,house,4 Marla,"PKR
1.8 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",,5.0,5.0,18000000.0,1089.0,Mid,,16528.92561983471,Khyber Pakhtunkhwa
peshawar,house,1 Kanal,"PKR
5.1 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",,7.0,,51000000.0,5445.0,High,,9366.391184573004,Khyber Pakhtunkhwa
peshawar,flat,3.2 Marla,"PKR
65 Lakh",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",2024.0,2.0,2.0,6500000.0,8712.0,Low,New,746.0973370064279,Khyber Pakhtunkhwa
peshawar,house,10 Marla,"PKR
4.65 Crore",For Sale,"Regi Model Town, Peshawar, Khyber Pakhtunkhwa",2025.0,10.0,6.0,46500000.0,2722.5,Mid,New,17079.889807162534,Khyber Pakhtunkhwa
peshawar,house,14 Marla,"PKR
1.6 Lakh",For Sale,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",,9.0,6.0,160000.0,3811.5,Low,,41.978223796405615,Khyber Pakhtunkhwa
peshawar,house,5 Marla,"PKR
2.65 Crore",For Sale,"Regi Model Town, Peshawar, Khyber Pakhtunkhwa",2025.0,,,26500000.0,1361.25,Mid,New,19467.401285583102,Khyber Pakhtunkhwa
peshawar,house,5 Marla,"PKR
2.6 Crore",For Sale,"Regi Model Town, Peshawar, Khyber Pakhtunkhwa",,,,26000000.0,1361.25,Mid,,19100.091827364555,Khyber Pakhtunkhwa
peshawar,flat,2.3 Marla,"PKR
70 Lakh",For Sale,"Nasir Bagh Road, Peshawar, Khyber Pakhtunkhwa",2022.0,1.0,1.0,7000000.0,6261.75,Low,New,1117.8983510999321,Khyber Pakhtunkhwa
peshawar,flat,7 Marla,"PKR
2.65 Crore",For Sale,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",2018.0,3.0,4.0,26500000.0,1905.75,Mid,New,13905.28663255936,Khyber Pakhtunkhwa
peshawar,flat,6.2 Marla,"PKR
1.5 Crore",For Sale,"Old Bara Road, Peshawar, Khyber Pakhtunkhwa",2024.0,2.0,2.0,15000000.0,16879.5,Mid,New,888.6519150448769,Khyber Pakhtunkhwa
peshawar,flat,6.9 Marla,"PKR
1.35 Crore",For Sale,"Old Bara Road, Peshawar, Khyber Pakhtunkhwa",,3.0,3.0,13500000.0,18785.25,Mid,,718.6489399928136,Khyber Pakhtunkhwa
peshawar,flat,6.4 Marla,"PKR
1.55 Crore",For Sale,"University Town, Peshawar, Khyber Pakhtunkhwa",2023.0,3.0,3.0,15500000.0,17424.0,Mid,New,889.5775941230487,Khyber Pakhtunkhwa
peshawar,flat,6.4 Marla,"PKR
1.35 Crore",For Sale,"Old Bara Road, Peshawar, Khyber Pakhtunkhwa",,3.0,3.0,13500000.0,17424.0,Mid,,774.7933884297521,Khyber Pakhtunkhwa
peshawar,flat,5.1 Marla,"PKR
1.15 Crore",For Sale,"Old Bara Road, Peshawar, Khyber Pakhtunkhwa",,2.0,2.0,11500000.0,13884.75,Mid,,828.2468175516303,Khyber Pakhtunkhwa
peshawar,house,3 Marla,"PKR
1.92 Crore",For Sale,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",,8.0,7.0,19200000.0,816.75,Mid,,23507.805325987145,Khyber Pakhtunkhwa
peshawar,flat,6.4 Marla,"PKR
1.3 Crore",For Sale,"University Town, Peshawar, Khyber Pakhtunkhwa",,3.0,3.0,13000000.0,17424.0,Mid,,746.0973370064279,Khyber Pakhtunkhwa
peshawar,penthouse,14.2 Marla,"PKR
3.2 Crore",For Sale,"University Town, Peshawar, Khyber Pakhtunkhwa",,5.0,5.0,32000000.0,38659.5,Mid,,827.7396241544769,Khyber Pakhtunkhwa
peshawar,flat,5.1 Marla,"PKR
1.15 Crore",For Sale,"Old Bara Road, Peshawar, Khyber Pakhtunkhwa",2022.0,2.0,2.0,11500000.0,13884.75,Mid,New,828.2468175516303,Khyber Pakhtunkhwa
peshawar,flat,7.8 Marla,"PKR
2.5 Crore",For Sale,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",2018.0,4.0,4.0,25000000.0,21235.5,Mid,New,1177.273904546632,Khyber Pakhtunkhwa
peshawar,house,7 Marla,"PKR
2.65 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",2022.0,6.0,6.0,26500000.0,1905.75,Mid,New,13905.28663255936,Khyber Pakhtunkhwa
peshawar,house,10 Marla,"PKR
3.75 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",2023.0,6.0,6.0,37500000.0,2722.5,Mid,New,13774.104683195592,Khyber Pakhtunkhwa
peshawar,house,5 Marla,"PKR
2 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",2024.0,6.0,6.0,20000000.0,1361.25,Mid,New,14692.378328741965,Khyber Pakhtunkhwa
peshawar,house,5 Marla,"PKR
2.45 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",,5.0,5.0,24500000.0,1361.25,Mid,,17998.163452708908,Khyber Pakhtunkhwa
peshawar,house,7 Marla,"PKR
2.8 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",,6.0,6.0,28000000.0,1905.75,Mid,,14692.378328741965,Khyber Pakhtunkhwa
peshawar,house,5 Marla,"PKR
2.2 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",2025.0,6.0,6.0,22000000.0,1361.25,Mid,New,16161.61616161616,Khyber Pakhtunkhwa
peshawar,house,5 Marla,"PKR
2.3 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",2025.0,6.0,6.0,23000000.0,1361.25,Mid,New,16896.23507805326,Khyber Pakhtunkhwa
peshawar,house,7 Marla,"PKR
3.3 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",2025.0,6.0,6.0,33000000.0,1905.75,Mid,New,17316.017316017314,Khyber Pakhtunkhwa
peshawar,house,3.7 Marla,"PKR
1.85 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",2025.0,5.0,6.0,18500000.0,10073.25,Mid,New,1836.5472910927456,Khyber Pakhtunkhwa
peshawar,house,5 Marla,"PKR
2.1 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",2025.0,6.0,7.0,21000000.0,1361.25,Mid,New,15426.997245179064,Khyber Pakhtunkhwa
peshawar,house,7 Marla,"PKR
2.95 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",2024.0,6.0,6.0,29500000.0,1905.75,Mid,New,15479.47002492457,Khyber Pakhtunkhwa
peshawar,house,5 Marla,"PKR
1.55 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",2024.0,6.0,6.0,15500000.0,1361.25,Mid,New,11386.593204775023,Khyber Pakhtunkhwa
peshawar,house,5 Marla,"PKR
2.4 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",2025.0,6.0,6.0,24000000.0,1361.25,Mid,New,17630.853994490357,Khyber Pakhtunkhwa
peshawar,house,10 Marla,"PKR
5.9 Crore",For Sale,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",2022.0,9.0,7.0,59000000.0,2722.5,High,New,21671.2580348944,Khyber Pakhtunkhwa
peshawar,flat,14.7 Marla,"PKR
3.2 Crore",For Sale,"Askari 6, Peshawar, Khyber Pakhtunkhwa",2024.0,4.0,5.0,32000000.0,40020.75,Mid,New,799.5852151696307,Khyber Pakhtunkhwa
peshawar,house,1 Kanal,"PKR
6.3 Crore",For Sale,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",2021.0,6.0,6.0,63000000.0,5445.0,High,New,11570.247933884297,Khyber Pakhtunkhwa
peshawar,flat,10 Marla,"PKR
2.8 Crore",For Sale,"Askari 6, Peshawar, Khyber Pakhtunkhwa",2024.0,3.0,3.0,28000000.0,2722.5,Mid,New,10284.664830119376,Khyber Pakhtunkhwa
peshawar,house,10 Marla,"PKR
4.3 Crore",For Sale,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",,5.0,5.0,43000000.0,2722.5,Mid,,15794.306703397613,Khyber Pakhtunkhwa
peshawar,house,10 Marla,"PKR
6.9 Crore",For Sale,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",2024.0,9.0,,69000000.0,2722.5,High,New,25344.35261707989,Khyber Pakhtunkhwa
peshawar,house,10 Marla,"PKR
3.7 Crore",For Sale,"Regi Model Town, Peshawar, Khyber Pakhtunkhwa",2024.0,6.0,6.0,37000000.0,2722.5,Mid,New,13590.449954086318,Khyber Pakhtunkhwa
peshawar,house,5 Marla,"PKR
2.26 Crore",For Sale,"Regi Model Town, Peshawar, Khyber Pakhtunkhwa",2025.0,7.0,6.0,22600000.0,1361.25,Mid,New,16602.38751147842,Khyber Pakhtunkhwa
peshawar,house,10 Marla,"PKR
4.3 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",2025.0,6.0,6.0,43000000.0,2722.5,Mid,New,15794.306703397613,Khyber Pakhtunkhwa
peshawar,house,7 Marla,"PKR
3.4 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",2025.0,7.0,6.0,34000000.0,1905.75,Mid,New,17840.745113472385,Khyber Pakhtunkhwa
peshawar,house,5 Marla,"PKR
1.9 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",2025.0,5.0,5.0,19000000.0,1361.25,Mid,New,13957.759412304868,Khyber Pakhtunkhwa
peshawar,house,3.5 Marla,"PKR
1.85 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",2025.0,5.0,5.0,18500000.0,9528.75,Mid,New,1941.4928505837597,Khyber Pakhtunkhwa
peshawar,house,10 Marla,"PKR
4.8 Crore",For Sale,"Regi Model Town, Peshawar, Khyber Pakhtunkhwa",2025.0,9.0,,48000000.0,2722.5,Mid,New,17630.853994490357,Khyber Pakhtunkhwa
peshawar,house,1 Kanal,"PKR
8 Crore",For Sale,"Regi Model Town, Peshawar, Khyber Pakhtunkhwa",,10.0,,80000000.0,5445.0,High,,14692.378328741965,Khyber Pakhtunkhwa
peshawar,house,1 Kanal,"PKR
7.95 Crore",For Sale,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",2021.0,6.0,6.0,79500000.0,5445.0,High,New,14600.550964187329,Khyber Pakhtunkhwa
peshawar,house,1 Kanal,"PKR
8 Crore",For Sale,"Regi Model Town, Peshawar, Khyber Pakhtunkhwa",2025.0,10.0,,80000000.0,5445.0,High,New,14692.378328741965,Khyber Pakhtunkhwa
peshawar,house,10 Marla,"PKR
3.9 Crore",For Sale,"Regi Model Town, Peshawar, Khyber Pakhtunkhwa",2024.0,9.0,6.0,39000000.0,2722.5,Mid,New,14325.068870523415,Khyber Pakhtunkhwa
peshawar,house,5 Marla,"PKR
2.1 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",2025.0,5.0,6.0,21000000.0,1361.25,Mid,New,15426.997245179064,Khyber Pakhtunkhwa
peshawar,house,5 Marla,"PKR
2.2 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",2025.0,5.0,5.0,22000000.0,1361.25,Mid,New,16161.61616161616,Khyber Pakhtunkhwa
peshawar,house,5 Marla,"PKR
2.2 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",2024.0,5.0,5.0,22000000.0,1361.25,Mid,New,16161.61616161616,Khyber Pakhtunkhwa
peshawar,house,5 Marla,"PKR
2.3 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",2025.0,6.0,7.0,23000000.0,1361.25,Mid,New,16896.23507805326,Khyber Pakhtunkhwa
peshawar,house,7 Marla,"PKR
2.85 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",2024.0,7.0,6.0,28500000.0,1905.75,Mid,New,14954.7422274695,Khyber Pakhtunkhwa
peshawar,house,5 Marla,"PKR
1.9 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",2024.0,5.0,5.0,19000000.0,1361.25,Mid,New,13957.759412304868,Khyber Pakhtunkhwa
peshawar,house,1 Kanal,"PKR
5.6 Crore",For Sale,"Professor Colony, Peshawar, Khyber Pakhtunkhwa",2010.0,4.0,4.0,56000000.0,5445.0,High,Moderate,10284.664830119376,Khyber Pakhtunkhwa
peshawar,house,5 Marla,"PKR
2.2 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",2025.0,6.0,6.0,22000000.0,1361.25,Mid,New,16161.61616161616,Khyber Pakhtunkhwa
peshawar,house,13 Marla,"PKR
95 Lakh",For Sale,"Tajabad, Peshawar, Khyber Pakhtunkhwa",2024.0,5.0,3.0,9500000.0,3539.25,Low,New,2684.1845023663204,Khyber Pakhtunkhwa
peshawar,house,8 Marla,"PKR
2.95 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",,6.0,6.0,29500000.0,2178.0,Mid,,13544.536271808998,Khyber Pakhtunkhwa
peshawar,house,11 Marla,"PKR
4.75 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",2025.0,7.0,6.0,47500000.0,2994.75,Mid,New,15861.09024125553,Khyber Pakhtunkhwa
peshawar,flat,10 Marla,"PKR
3.1 Crore",For Sale,"Askari 6, Peshawar, Khyber Pakhtunkhwa",,4.0,4.0,31000000.0,2722.5,Mid,,11386.593204775023,Khyber Pakhtunkhwa
peshawar,house,5 Marla,"PKR
1.85 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",,6.0,6.0,18500000.0,1361.25,Mid,,13590.449954086318,Khyber Pakhtunkhwa
peshawar,house,5 Marla,"PKR
2.2 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",,7.0,,22000000.0,1361.25,Mid,,16161.61616161616,Khyber Pakhtunkhwa
peshawar,house,10 Marla,"PKR
3.8 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",,8.0,,38000000.0,2722.5,Mid,,13957.759412304868,Khyber Pakhtunkhwa
peshawar,house,5 Marla,"PKR
2.4 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",,5.0,5.0,24000000.0,1361.25,Mid,,17630.853994490357,Khyber Pakhtunkhwa
peshawar,house,5 Marla,"PKR
2.2 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",,6.0,6.0,22000000.0,1361.25,Mid,,16161.61616161616,Khyber Pakhtunkhwa
peshawar,house,5 Marla,"PKR
2.7 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",,8.0,7.0,27000000.0,1361.25,Mid,,19834.710743801654,Khyber Pakhtunkhwa
peshawar,house,12 Marla,"PKR
5.5 Crore",For Sale,"Askari 6, Peshawar, Khyber Pakhtunkhwa",,4.0,5.0,55000000.0,3267.0,High,,16835.016835016835,Khyber Pakhtunkhwa
peshawar,house,10 Marla,"PKR
3.6 Crore",For Sale,"Regi Model Town, Peshawar, Khyber Pakhtunkhwa",,9.0,6.0,36000000.0,2722.5,Mid,,13223.140495867769,Khyber Pakhtunkhwa
peshawar,house,10 Marla,"PKR
6.2 Crore",For Sale,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",,9.0,,62000000.0,2722.5,High,,22773.186409550046,Khyber Pakhtunkhwa
peshawar,house,1 Kanal,"PKR
8.8 Crore",For Sale,"DHA Defence, Peshawar, Khyber Pakhtunkhwa",,10.0,6.0,88000000.0,5445.0,High,,16161.61616161616,Khyber Pakhtunkhwa
peshawar,flat,2.8 Marla,"PKR
83 Lakh",For Sale,"University Town, Peshawar, Khyber Pakhtunkhwa",,1.0,1.0,8300000.0,7623.0,Low,,1088.8101797192705,Khyber Pakhtunkhwa
peshawar,house,7 Marla,"PKR
2.9 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",2025.0,6.0,6.0,29000000.0,1905.75,Mid,New,15217.106126197035,Khyber Pakhtunkhwa
peshawar,house,7 Marla,"PKR
2.5 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",2024.0,6.0,6.0,25000000.0,1905.75,Mid,New,13118.194936376754,Khyber Pakhtunkhwa
peshawar,house,2.5 Marla,"PKR
80 Lakh",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",2025.0,4.0,4.0,8000000.0,6806.25,Low,New,1175.390266299357,Khyber Pakhtunkhwa
peshawar,house,5 Marla,"PKR
1.8 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",2025.0,6.0,6.0,18000000.0,1361.25,Mid,New,13223.140495867769,Khyber Pakhtunkhwa
peshawar,house,10 Marla,"PKR
4.2 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",2025.0,9.0,6.0,42000000.0,2722.5,Mid,New,15426.997245179064,Khyber Pakhtunkhwa
peshawar,house,2 Marla,"PKR
65 Lakh",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",2025.0,3.0,3.0,6500000.0,544.5,Low,New,11937.557392102846,Khyber Pakhtunkhwa
peshawar,house,8 Marla,"PKR
3.45 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",2025.0,7.0,6.0,34500000.0,2178.0,Mid,New,15840.220385674931,Khyber Pakhtunkhwa
peshawar,house,10 Marla,"PKR
3.6 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",2025.0,7.0,6.0,36000000.0,2722.5,Mid,New,13223.140495867769,Khyber Pakhtunkhwa
peshawar,house,2.2 Marla,"PKR
80 Lakh",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",2025.0,3.0,3.0,8000000.0,5989.5,Low,New,1335.6707571583604,Khyber Pakhtunkhwa
peshawar,house,10 Marla,"PKR
4.2 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",2025.0,6.0,6.0,42000000.0,2722.5,Mid,New,15426.997245179064,Khyber Pakhtunkhwa
peshawar,house,5 Marla,"PKR
1.65 Crore",For Sale,"Warsak Road, Peshawar, Khyber Pakhtunkhwa",2024.0,6.0,6.0,16500000.0,1361.25,Mid,New,12121.212121212122,Khyber Pakhtunkhwa
peshawar,flat,12 Marla,"PKR
3.3 Crore",For Sale,"Askari 6, Peshawar, Khyber Pakhtunkhwa",2025.0,4.0,4.0,33000000.0,3267.0,Mid,New,10101.0101010101,Khyber Pakhtunkhwa
peshawar,house,5 Marla,"PKR
3.3 Crore",For Sale,"Hayatabad, Peshawar, Khyber Pakhtunkhwa",2020.0,9.0,5.0,33000000.0,1361.25,Mid,New,24242.424242424244,Khyber Pakhtunkhwa
